Jan 24 15:01:30 amirAcerAspireF5 kernel: Linux version 6.1.6-arch1-1 (linux@archlinux) (gcc (GCC) 12.2.0, GNU ld (GNU Binutils) 2.39.0) #1 SMP PREEMPT_DYNAMIC Sat, 14 Jan 2023 13:09:35 +0000
Jan 24 15:01:30 amirAcerAspireF5 kernel: Command line: BOOT_IMAGE=/boot/vmlinuz-linux root=UUID=8236de7f-9cf5-45bc-9296-53007fa2265e rw loglevel=3 quiet
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Enabled xstate features 0x1f, context size is 960 bytes, using 'compacted' format.
Jan 24 15:01:30 amirAcerAspireF5 kernel: signal: max sigframe size: 2032
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-provided physical RAM map:
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000000000-0x000000000009e7ff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000000009e800-0x000000000009ffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000100000-0x000000006834bfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834c000-0x000000006834cfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834d000-0x0000000068376fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068377000-0x0000000068427fff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068428000-0x0000000068d28fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068d29000-0x0000000075c3dfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000075c3e000-0x000000007662dfff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000007662e000-0x0000000077fadfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fae000-0x0000000077ffdfff] ACPI data
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077ffe000-0x0000000077ffefff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fff000-0x00000000780fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000079000000-0x000000007c7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000e0000000-0x00000000efffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fd000000-0x00000000fe7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000feb00000-0x00000000feb03fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fec00000-0x00000000fec00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed00000-0x00000000fed00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed10000-0x00000000fed19fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed84000-0x00000000fed84fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000ffa00000-0x00000000ffffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000100000000-0x00000001827fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: NX (Execute Disable) protection: active
Jan 24 15:01:30 amirAcerAspireF5 kernel: SMBIOS 2.8 present.
Jan 24 15:01:30 amirAcerAspireF5 kernel: DMI: Acer Aspire F5-572G/Zoro_SL , BIOS V1.14 03/04/2016
Jan 24 15:01:30 amirAcerAspireF5 kernel: tsc: Detected 2400.000 MHz processor
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: remove [mem 0x000a0000-0x000fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: last_pfn = 0x182800 max_arch_pfn = 0x400000000
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
Jan 24 15:01:30 amirAcerAspireF5 kernel: total RAM covered: 6015M
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64K         chunk_size: 64K         num_reg: 10          lose cover RAM: 4195324K
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [12] Timeout               
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: qca9377 hw1.1 target 0x05020001 chip_id 0x003821ff sub 11ad:08a6
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: kconfig debug 1 debugfs 1 tracing 1 dfs 0 testmode 0
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: firmware ver WLAN.TF.2.1-00021-QCARMSWP-1 api 6 features wowlan,ignore-otp crc32 42e41877
Jan 24 15:01:42 amirAcerAspireF5 kernel: Adding 8388604k swap on /dev/sda1.  Priority:-2 extents:1 across:8388604k FS
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: board_file api 2 bmi_id N/A crc32 8aedfa4a
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: htt-ver 3.56 wmi-op 4 htt-op 3 cal otp max-sta 32 raw 0 hwcrypto 1
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_tcc_cooling: Programmable TCC Offset detected
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath: EEPROM regdomain: 0x69
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath: EEPROM indicates we should expect a direct regpair map
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath: Country alpha2 being used: 00
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath: Regpair used: 0x69
Jan 24 15:01:42 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0 wlp3s0: renamed from wlan0
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_rapl_common: Found RAPL domain package
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_rapl_common: Found RAPL domain core
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_rapl_common: Found RAPL domain uncore
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_rapl_common: Found RAPL domain dram
Jan 24 15:01:42 amirAcerAspireF5 kernel: intel_rapl_common: Found RAPL domain psys
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia: loading out-of-tree module taints kernel.
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia: module license 'NVIDIA' taints kernel.
Jan 24 15:01:42 amirAcerAspireF5 kernel: Disabling lock debugging due to kernel taint
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia: module verification failed: signature and/or required key missing - tainting kernel
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Nvlink Core is being initialized, major device number 234
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: The NVIDIA GeForce 920M GPU installed in this system is
                                         NVRM:  supported through the NVIDIA 470.xx Legacy drivers. Please
                                         NVRM:  visit http://www.nvidia.com/object/unix.html for more
                                         NVRM:  information.  The 525.78.01 NVIDIA driver will ignore
                                         NVRM:  this GPU.  Continuing probe...
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: No NVIDIA GPU found.
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Unregistered Nvlink Core, major device number 234
Jan 24 15:01:42 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559900.856:19): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-fsck@dev-disk-by\x2duuid-190ddeb7\x2d8474\x2d4003\x2da6e2\x2d2dd23da490df comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Nvlink Core is being initialized, major device number 234
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: The NVIDIA GeForce 920M GPU installed in this system is
                                         NVRM:  supported through the NVIDIA 470.xx Legacy drivers. Please
                                         NVRM:  visit http://www.nvidia.com/object/unix.html for more
                                         NVRM:  information.  The 525.78.01 NVIDIA driver will ignore
                                         NVRM:  this GPU.  Continuing probe...
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: No NVIDIA GPU found.
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Unregistered Nvlink Core, major device number 234
Jan 24 15:01:42 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559901.403:20): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-modules-load comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:42 amirAcerAspireF5 kernel: EXT4-fs (sda3): mounted filesystem with ordered data mode. Quota mode: none.
Jan 24 15:01:42 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559901.546:21): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-sysctl comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:31 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-random-seed comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:31 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=lvm2-monitor comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:32 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-tmpfiles-setup-dev comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:32 amirAcerAspireF5 audit: BPF prog-id=27 op=LOAD
Jan 24 15:01:32 amirAcerAspireF5 audit: BPF prog-id=28 op=LOAD
Jan 24 15:01:35 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-udevd comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:36 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-backlight@backlight:intel_backlight comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:38 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-rfkill comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:40 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-fsck@dev-disk-by\x2duuid-190ddeb7\x2d8474\x2d4003\x2da6e2\x2d2dd23da490df comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:41 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-modules-load comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:41 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-sysctl comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:31 amirAcerAspireF5 systemd[1]: Finished Load/Save Random Seed.
Jan 24 15:01:31 amirAcerAspireF5 systemd[1]: First Boot Complete was skipped because of an unmet condition check (ConditionFirstBoot=yes).
Jan 24 15:01:31 amirAcerAspireF5 systemd[1]: Finished Monitoring of LVM2 mirrors, snapshots etc. using dmeventd or progress polling.
Jan 24 15:01:32 amirAcerAspireF5 systemd[1]: Finished Create Static Device Nodes in /dev.
Jan 24 15:01:32 amirAcerAspireF5 systemd[1]: Reached target Preparation for Local File Systems.
Jan 24 15:01:32 amirAcerAspireF5 systemd[1]: Virtual Machine and Container Storage (Compatibility) was skipped because of an unmet condition check (ConditionPathExists=/var/lib/machines.raw).
Jan 24 15:01:32 amirAcerAspireF5 systemd[1]: Starting Rule-based Manager for Device Events and Files...
Jan 24 15:01:42 amirAcerAspireF5 systemd-fsck[363]: /dev/sda3: clean, 578961/57909248 files, 23730788/231607478 blocks
Jan 24 15:01:32 amirAcerAspireF5 systemd-udevd[247]: Using default interface naming scheme 'v252'.
Jan 24 15:01:35 amirAcerAspireF5 systemd[1]: Started Rule-based Manager for Device Events and Files.
Jan 24 15:01:36 amirAcerAspireF5 systemd[1]: Created slice Slice /system/systemd-backlight.
Jan 24 15:01:36 amirAcerAspireF5 systemd[1]: Starting Load/Save Screen Backlight Brightness of backlight:intel_backlight...
Jan 24 15:01:36 amirAcerAspireF5 systemd[1]: Finished Load/Save Screen Backlight Brightness of backlight:intel_backlight.
Jan 24 15:01:36 amirAcerAspireF5 systemd[1]: Listening on Load/Save RF Kill Switch Status /dev/rfkill Watch.
Jan 24 15:01:36 amirAcerAspireF5 systemd[1]: Starting Load/Save RF Kill Switch Status...
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: Reached target Sound Card.
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: First Boot Wizard was skipped because of an unmet condition check (ConditionFirstBoot=yes).
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: First Boot Complete was skipped because of an unmet condition check (ConditionFirstBoot=yes).
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: File System Check on Root Device was skipped because of an unmet condition check (ConditionPathIsReadWrite=!/).
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: Rebuild Hardware Database was skipped because of an unmet condition check (ConditionNeedsUpdate=/etc).
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: Repartition Root Disk was skipped because no trigger condition checks were met.
Jan 24 15:01:37 amirAcerAspireF5 systemd[1]: Create System Users was skipped because no trigger condition checks were met.
Jan 24 15:01:38 amirAcerAspireF5 systemd[1]: Started Load/Save RF Kill Switch Status.
Jan 24 15:01:38 amirAcerAspireF5 systemd[1]: Found device ST1000LM024_HN-M101MBB 1.
Jan 24 15:01:38 amirAcerAspireF5 systemd[1]: Activating swap /dev/disk/by-uuid/3b383d7f-706d-4e31-b25e-8fef19d41889...
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Activated swap /dev/disk/by-uuid/3b383d7f-706d-4e31-b25e-8fef19d41889.
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Reached target Swaps.
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Mounting Temporary Directory /tmp...
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Mounted Temporary Directory /tmp.
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Found device ST1000LM024_HN-M101MBB 3.
Jan 24 15:01:39 amirAcerAspireF5 systemd[1]: Starting File System Check on /dev/disk/by-uuid/190ddeb7-8474-4003-a6e2-2dd23da490df...
Jan 24 15:01:40 amirAcerAspireF5 systemd[1]: Finished File System Check on /dev/disk/by-uuid/190ddeb7-8474-4003-a6e2-2dd23da490df.
Jan 24 15:01:40 amirAcerAspireF5 systemd[1]: Mounting /home...
Jan 24 15:01:41 amirAcerAspireF5 systemd-modules-load[236]: Failed to insert module 'nvidia_uvm': No such device
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Finished Load Kernel Modules.
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Starting Apply Kernel Variables...
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Mounted /home.
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Reached target Local File Systems.
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Rebuild Dynamic Linker Cache was skipped because no trigger condition checks were met.
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Set Up Additional Binary Formats was skipped because no trigger condition checks were met.
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Store a System Token in an EFI Variable was skipped because of an unmet condition check (ConditionPathExists=/sys/firmware/efi/efivars/LoaderFeatures-4a67b082-0a4c-41cf-b6c7-440b29bb8c4f).
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Commit a transient machine-id on disk was skipped because of an unmet condition check (ConditionPathIsMountPoint=/etc/machine-id).
Jan 24 15:01:41 amirAcerAspireF5 systemd[1]: Finished Apply Kernel Variables.
Jan 24 15:01:42 amirAcerAspireF5 systemd[1]: Finished Flush Journal to Persistent Storage.
Jan 24 15:01:42 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-journal-flush comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:42 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559902.843:22): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-journal-flush comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:42 amirAcerAspireF5 systemd[1]: Starting Create Volatile Files and Directories...
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Nvlink Core is being initialized, major device number 234
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: The NVIDIA GeForce 920M GPU installed in this system is
                                         NVRM:  supported through the NVIDIA 470.xx Legacy drivers. Please
                                         NVRM:  visit http://www.nvidia.com/object/unix.html for more
                                         NVRM:  information.  The 525.78.01 NVIDIA driver will ignore
                                         NVRM:  this GPU.  Continuing probe...
Jan 24 15:01:42 amirAcerAspireF5 kernel: NVRM: No NVIDIA GPU found.
Jan 24 15:01:42 amirAcerAspireF5 kernel: nvidia-nvlink: Unregistered Nvlink Core, major device number 234
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Finished Create Volatile Files and Directories.
Jan 24 15:01:43 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-tmpfiles-setup comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559903.100:23): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-tmpfiles-setup comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Rebuild Journal Catalog was skipped because of an unmet condition check (ConditionNeedsUpdate=/var).
Jan 24 15:01:43 amirAcerAspireF5 audit: BPF prog-id=29 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1334 audit(1674559903.106:24): prog-id=29 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Starting Network Name Resolution...
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Update is Completed was skipped because no trigger condition checks were met.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Starting Record System Boot/Shutdown in UTMP...
Jan 24 15:01:43 amirAcerAspireF5 audit[380]: SYSTEM_BOOT pid=380 uid=0 auid=4294967295 ses=4294967295 msg=' comm="systemd-update-utmp" exe="/usr/lib/systemd/systemd-update-utmp" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1127 audit(1674559903.176:25): pid=380 uid=0 auid=4294967295 ses=4294967295 msg=' comm="systemd-update-utmp" exe="/usr/lib/systemd/systemd-update-utmp" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Finished Record System Boot/Shutdown in UTMP.
Jan 24 15:01:43 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-update-utmp comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559903.266:26): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-update-utmp comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 systemd-resolved[379]: Positive Trust Anchors:
Jan 24 15:01:43 amirAcerAspireF5 systemd-resolved[379]: . IN DS 20326 8 2 e06d44b80b8f1d39a95c0b0d7c65d08458e880409bbc683457104237c7f8ec8d
Jan 24 15:01:43 amirAcerAspireF5 systemd-resolved[379]: Negative trust anchors: home.arpa 10.in-addr.arpa 16.172.in-addr.arpa 17.172.in-addr.arpa 18.172.in-addr.arpa 19.172.in-addr.arpa 20.172.in-addr.arpa 21.172.in-addr.arpa 22.172.in-addr.arpa 23.172.in-addr.arpa 24.172.in-addr.arpa 25.172.in-addr.arpa 26.172.in-addr.arpa 27.172.in-addr.arpa 28.172.in-addr.arpa 29.172.in-addr.arpa 30.172.in-addr.arpa 31.172.in-addr.arpa 168.192.in-addr.arpa d.f.ip6.arpa corp home internal intranet lan local private test
Jan 24 15:01:43 amirAcerAspireF5 systemd-resolved[379]: Using system hostname 'amirAcerAspireF5'.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Started Network Name Resolution.
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559903.523:27): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-resolved comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-resolved comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target Host and Network Name Lookups.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target System Initialization.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Started Refresh existing PGP keys of archlinux-keyring regularly.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Started Daily verification of password and group files.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Started Daily Cleanup of Temporary Directories.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target Timer Units.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Listening on D-Bus System Message Bus Socket.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target Socket Units.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: TPM2 PCR Barrier (Initialization) was skipped because of an unmet condition check (ConditionPathExists=/sys/firmware/efi/efivars/StubPcrKernelImage-4a67b082-0a4c-41cf-b6c7-440b29bb8c4f).
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target Basic System.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Starting Bluetooth service...
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Starting D-Bus System Message Bus...
Jan 24 15:01:43 amirAcerAspireF5 audit: BPF prog-id=30 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1334 audit(1674559903.570:28): prog-id=30 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1334 audit(1674559903.570:29): prog-id=31 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1334 audit(1674559903.570:30): prog-id=32 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559903.570:31): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=windscribe-helper comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 audit: BPF prog-id=31 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 audit: BPF prog-id=32 op=LOAD
Jan 24 15:01:43 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=windscribe-helper comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Starting User Login Management...
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: TPM2 PCR Barrier (User) was skipped because of an unmet condition check (ConditionPathExists=/sys/firmware/efi/efivars/StubPcrKernelImage-4a67b082-0a4c-41cf-b6c7-440b29bb8c4f).
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Started Windscribe helper service.
Jan 24 15:01:43 amirAcerAspireF5 systemd[1]: Reached target Preparation for Network.
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: New seat seat0.
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event3 (Power Button)
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event0 (Power Button)
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event2 (Lid Switch)
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event1 (Sleep Button)
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard)
Jan 24 15:01:43 amirAcerAspireF5 systemd-logind[383]: Watching system buttons on /dev/input/event8 (Acer WMI hotkeys)
Jan 24 15:01:44 amirAcerAspireF5 bluetoothd[381]: Bluetooth daemon 5.66
Jan 24 15:01:44 amirAcerAspireF5 systemd[1]: systemd-rfkill.service: Deactivated successfully.
Jan 24 15:01:44 amirAcerAspireF5 audit[1]: SERVICE_STOP pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-rfkill comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
